id,Kecamatan,Kelurahan,Komuditas,Deskripsi,Harga
,Poasia,Rahandouna,Lobak,"Lobak segar dan bernutrisi mengandung antioksidan, hanya Rp26.000 per kilo. Cocok untuk menjaga kesehatan sel.","26.000,00"
,Poasia,Rahandouna,Tomat,"Promo spesial tomat segar, Rp9.000 per kilo! Cocok untuk berbagai masakan, dari sambal sampai tumis. Segera dapatkan tomat terbaik di lapak kami, segar dan berkualitas!","9.000,00"
,Poasia,Wundumbatu,Ikan Bandeng,"Ikan bandeng segar, kaya akan nutrisi untuk menu harian Anda.","31.000,00"
,Poasia,Wundumbatu,Ikan Lele,"Ikan Lele segar, sumber protein tinggi untuk keluarga Anda.","18.500,00"
,Poasia,Wundumbatu,Ikan Betok,"Ikan betok segar, kaya akan gizi untuk keluarga.","29.000,00"
,Poasia,Wundumbatu,Belut Air Tawar,"Belut air tawar segar, pilihan terbaik untuk keluarga Anda.","72.000,00"
,Poasia,Wundumbatu,Ikan Emas,"Ikan emas segar, untuk masakan sehari-hari yang nikmat.","51.000,00"
,Poasia,Wundumbatu,Ikan Gurami,Pilihan terbaik ikan gurami segar untuk menu harian.,"62.000,00"
,Poasia,Wundumbatu,Ikan Mas Rumput,"Ikan mas rumput segar, cocok untuk berbagai masakan lezat.","50.000,00"
,Poasia,Wundumbatu,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, langsung dari kolam ke dapur Anda.","168.000,00"
,Poasia,Wundumbatu,Ikan Belida,"Ikan belida segar, sumber protein yang kaya untuk keluarga.","103.000,00"
,Poasia,Wundumbatu,Ikan Belanak,"Ikan belanak segar, cocok untuk masakan panggang atau goreng.","62.000,00"
,Poasia,Wundumbatu,Ikan Kiper,Rasakan kelezatan ikan kiper segar di setiap hidangan.,"37.000,00"
,Poasia,Wundumbatu,Ikan Mas Perak,"Ikan mas perak segar, sumber protein yang kaya untuk keluarga.","36.000,00"
,Poasia,Wundumbatu,Ikan Nila,"Ikan nila segar, sempurna untuk berbagai olahan kuliner.","32.000,00"
,Poasia,Wundumbatu,Ikan Kepala Ular,Dapatkan ikan kepala ular segar berkualitas untuk masakan lezat.,"100.000,00"
,Poasia,Wundumbatu,Ikan Bulan-bulan,"Ikan bulan-bulan segar, kaya akan nutrisi untuk keluarga.","68.000,00"
,Poasia,Wundumbatu,Kacang Kapri,Kacang kapri ini bisa dimasak bersama daging sapi atau ayam untuk tumisan yang lezat dan bergizi tinggi,"29.500,00"
,Poasia,Wundumbatu,Pare,"Pare segar dengan harga Rp 7.000/350g. Cocok untuk percobaan resep baru. Pare ini kaya akan serat dan nutrisi penting yang baik untuk tubuh. Ideal untuk masakan sehat dan seimbang, tambahkan ke dalam tumisan atau sup","7.000,00"
,Poasia,Wundumbatu,Labu Air,"Labu air segar seharga Rp 38.000 untuk 2 buah, pilihan tepat untuk berbagai jenis masakan sehat. Labu ini memberikan rasa segar pada setiap hidangan","38.000,00"
,Poasia,Wundumbatu,Terong,"Terong segar hanya Rp 42.000 per 2 kilogram, sempurna untuk membuat berbagai jenis masakan sehat","42.000,00"
,Poasia,Wundumbatu,Brokoli,"Brokoli berkualitas, langsung dari kebun ke meja Anda!","30.000,00"
,Poasia,Wundumbatu,Kubis,"Kubis pilihan terbaik untuk menu sehat Anda, sekarang hanya Rp 11.000 per kilogram!","11.000,00"
,Poasia,Wundumbatu,Capsicum/Paprika,"Paprika merah, hijau, dan kuning segar, ideal untuk salad sehat dan segar!","26.500,00"
,Poasia,Wundumbatu,Wortel,Tambahkan wortel berkualitas tinggi ke dalam hidangan Anda untuk rasa dan kesehatan optimal!,"15.000,00"
,Poasia,Wundumbatu,Kembang Kol,"Kembang kol segar dan renyah, per kilo hanya Rp20.000. Sempurna untuk hidangan sehat dan lezat. Pesan sekarang di toko kami dan nikmati kualitas terbaik!","20.000,00"
,Poasia,Wundumbatu,Timun,"Timun segar renyah, per kilo hanya Rp15.000. Sempurna untuk berbagai hidangan sehat. Segar dan penuh gizi, segera pesan sekarang!","15.000,00"
,Poasia,Wundumbatu,Pepaya,"Pepaya pilihan, per 1/2 kilo Rp9.250. Sempurna untuk salad buah atau jus segar. Langsung dari kebun, segar dan manis","9.250,00"
,Poasia,Wundumbatu,Kentang,"Kentang berkualitas premium, per 1/2 kilo Rp6.000. Cocok untuk berbagai olahan masakan. ","6.000,00"
,Poasia,Wundumbatu,Labu,"Labu bernutrisi dengan vitamin E, hanya Rp22.500 per kilo. Sempurna untuk menjaga kesehatan kulit Anda. ","22.500,00"
,Poasia,Wundumbatu,Lobak,"Lobak premium kaya akan vitamin A, per kilo Rp28.000. Ideal untuk kesehatan mata. Pesan sekarang dan nikmati rasanya","28.000,00"
,Poasia,Wundumbatu,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
,Puuwatu,Abeli Dalam,Ikan Bandeng,Pilihan terbaik ikan bandeng segar untuk sajian spesial.,"36.000,00"
,Puuwatu,Abeli Dalam,Ikan Lele,Pilihan terbaik ikan Lele segar untuk menu harian.,"23.500,00"
,Puuwatu,Abeli Dalam,Ikan Betok,Pilihan terbaik ikan betok segar untuk menu harian.,"33.500,00"
,Puuwatu,Abeli Dalam,Belut Air Tawar,"Belut air tawar segar, mudah diolah menjadi berbagai hidangan.","68.000,00"
,Puuwatu,Abeli Dalam,Ikan Emas,"Ikan emas segar, pilihan terbaik untuk keluarga Anda.","54.000,00"
,Puuwatu,Abeli Dalam,Ikan Gurami,"Ikan gurami segar, sempurna untuk berbagai jenis masakan.","70.000,00"
,Puuwatu,Abeli Dalam,Ikan Mas Rumput,"Ikan mas rumput segar, sempurna untuk masakan goreng atau bakar.","48.000,00"
,Puuwatu,Abeli Dalam,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau berkualitas, segar dan bergizi.","169.000,00"
,Puuwatu,Abeli Dalam,Ikan Belida,Pilihan ikan belida segar terbaik untuk sajian spesial.,"100.000,00"
,Puuwatu,Abeli Dalam,Ikan Belanak,Rasakan kelembutan ikan belanak segar di setiap hidangan.,"63.000,00"
,Puuwatu,Abeli Dalam,Ikan Kiper,"Ikan kiper segar, langsung dari perairan ke meja makan.","35.000,00"
,Puuwatu,Abeli Dalam,Ikan Mas Perak,"Ikan mas perak segar, langsung dari kolam ke meja makan.","31.000,00"
,Puuwatu,Abeli Dalam,Ikan Nila,Pilihan ikan nila segar terbaik untuk masakan sehari-hari.,"34.000,00"
,Puuwatu,Abeli Dalam,Ikan Kepala Ular,"Ikan kepala ular segar, pilihan tepat untuk hidangan spesial.","110.000,00"
,Puuwatu,Abeli Dalam,Ikan Bulan-bulan,Pilihan ikan bulan-bulan segar terbaik untuk menu harian.,"72.000,00"
,Puuwatu,Abeli Dalam,Kacang Kapri,Beli kacang kapri ini untuk tambahan sayuran dalam nasi goreng atau mie goreng Anda. Menambah rasa dan gizi,"30.500,00"
,Puuwatu,Abeli Dalam,Pare,Pare segar dengan harga Rp 14.000/700g. Pas untuk hidangan keluarga. Pare ini memiliki rasa pahit yang khas namun menyehatkan. Sempurna untuk ditambahkan ke dalam menu harian Anda untuk variasi rasa dan manfaat kesehatan,"14.000,00"
,Puuwatu,Abeli Dalam,Labu Air,"Labu air segar seharga Rp 42.000 untuk 2 buah, ideal untuk menu sehat sehari-hari. Labu air ini kaya akan nutrisi yang penting bagi tubuh","42.000,00"
,Puuwatu,Abeli Dalam,Terong,Nikmati terong segar dengan harga Rp 6.000 per 300 gram. Terong ini ideal untuk dijadikan tambahan sayur dalam menu harian Anda,"6.000,00"
,Puuwatu,Abeli Dalam,Brokoli,Tambahkan brokoli segar ke dalam menu sehat harian Anda!,"32.000,00"
,Puuwatu,Abeli Dalam,Kubis,Segarkan hidangan Anda dengan kubis organik seharga Rp 12.000 per kilogram!,"12.000,00"
,Puuwatu,Abeli Dalam,Capsicum/Paprika,"Paprika premium dengan rasa manis dan pedas, cocok untuk segala jenis masakan!","27.000,00"
,Puuwatu,Abeli Dalam,Wortel,"Wortel organik langsung dari petani lokal, pilihan sehat untuk keluarga Anda!","8.000,00"
,Puuwatu,Abeli Dalam,Kembang Kol,"Kembang kol premium, dijual per buah Rp11.000. Pas untuk berbagai masakan sehat seperti sup dan salad. Langsung dari kebun kami, segera pesan sekarang juga!","11.000,00"
,Puuwatu,Abeli Dalam,Timun,"Timun segar berkualitas, per kilo hanya Rp13.500. Cocok untuk jus segar atau lalapan. Langsung dari kebun, segera pesan dan nikmati","13.500,00"
,Puuwatu,Abeli Dalam,Pepaya,"Pepaya segar matang, per 1/2 kilo hanya Rp10.250. Ideal untuk camilan sehat atau hidangan penutup. Segera pesan di toko kami!","10.250,00"
,Puuwatu,Abeli Dalam,Kentang,"Kentang segar dan renyah, hanya Rp6.600 per 1/2 kilo. Ideal untuk berbagai hidangan lezat. Langsung dari kebun, segera pesan!","6.600,00"
,Puuwatu,Abeli Dalam,Labu,"Labu segar mengandung zat besi, dijual per kilo seharga Rp21.500. Cocok untuk membantu meningkatkan kadar hemoglobin. Pesan sekarang dan rasakan bedanya","21.500,00"
,Puuwatu,Abeli Dalam,Lobak,"Lobak renyah dan manis dengan kalium tinggi, dijual per kilo seharga Rp25.500. Bagus untuk kesehatan jantung. Segera pesan di toko kami!","25.500,00"
,Puuwatu,Abeli Dalam,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Puuwatu,Lalodati,Ikan Bandeng,Nikmati kelembutan ikan bandeng segar di setiap hidangan.,"35.000,00"
,Puuwatu,Lalodati,Ikan Lele,"Ikan Lele segar, cocok untuk berbagai masakan lezat.","27.000,00"
,Puuwatu,Lalodati,Ikan Betok,"Ikan betok segar, sempurna untuk berbagai jenis masakan.","31.000,00"
,Puuwatu,Lalodati,Belut Air Tawar,"Belut air tawar segar, langsung dari kolam ke dapur Anda.","74.000,00"
,Puuwatu,Lalodati,Ikan Emas,"Ikan emas segar, mudah diolah menjadi berbagai hidangan.","46.000,00"
,Puuwatu,Lalodati,Ikan Gurami,"Ikan gurami segar, cocok untuk masakan berkuah atau goreng.","72.000,00"
,Puuwatu,Lalodati,Ikan Mas Rumput,Rasakan kelembutan ikan mas rumput segar di setiap hidangan.,"45.000,00"
,Puuwatu,Lalodati,Ikan Buntal Bintik Hijau,Rasakan kelembutan ikan buntal bintik hijau segar di setiap hidangan.,"155.000,00"
,Puuwatu,Lalodati,Ikan Belida,"Ikan belida segar, sempurna untuk berbagai olahan kuliner.","99.000,00"
,Puuwatu,Lalodati,Ikan Belanak,"Ikan belanak segar, langsung dari laut ke meja makan.","56.000,00"
,Puuwatu,Lalodati,Ikan Kiper,"Ikan kiper segar, sumber protein yang tinggi untuk keluarga.","39.000,00"
,Puuwatu,Lalodati,Ikan Mas Perak,Rasakan kelembutan ikan mas perak segar di setiap hidangan.,"28.000,00"
,Puuwatu,Lalodati,Ikan Nila,"Ikan nila segar, kaya akan nutrisi untuk menu harian.","40.000,00"
,Puuwatu,Lalodati,Ikan Kepala Ular,"Ikan kepala ular segar, siap untuk berbagai jenis olahan lezat.","90.000,00"
,Puuwatu,Lalodati,Ikan Bulan-bulan,"Ikan bulan-bulan segar, sempurna untuk berbagai olahan kuliner.","82.000,00"
,Puuwatu,Lalodati,Kacang Kapri,"Kacang kapri ini cocok untuk menu diet keto. Rendah karbohidrat dan tinggi serat, membantu menjaga berat badan","31.000,00"
,Puuwatu,Lalodati,Pare,"Pare segar dengan harga Rp 21.000/1kg. Banyak untuk stok di rumah. Pare ini membantu menjaga kadar gula darah tetap stabil. Cocok untuk Anda yang peduli dengan kesehatan, tambahkan ke dalam sup atau tumisan","21.000,00"
,Puuwatu,Lalodati,Labu Air,"Labu air segar seharga Rp 48.000 untuk 2 buah, sempurna untuk tambahan sayuran di masakan Anda. Labu ini memberikan tekstur lembut dan rasa segar","48.000,00"
,Puuwatu,Lalodati,Terong,"Terong segar hanya Rp 5.000 per 250 gram. Sempurna untuk berbagai jenis masakan seperti balado, tumis, atau goreng","5.000,00"
,Puuwatu,Lalodati,Brokoli,"Brokoli kami, segar dan penuh gizi, siap menemani hidangan Anda!","35.000,00"
,Puuwatu,Lalodati,Kubis,"Kubis lokal segar dari petani, hanya Rp 10.500 per kilogram!","10.500,00"
,Puuwatu,Lalodati,Capsicum/Paprika,"Paprika segar langsung dari kebun lokal, penuh nutrisi dan rasa!","25.500,00"
,Puuwatu,Lalodati,Wortel,"Wortel segar dengan warna oranye cerah, cocok untuk segala jenis masakan!","9.500,00"
,Puuwatu,Lalodati,Kembang Kol,"Kembang kol segar baru tiba, hanya Rp23.000 per kilo. Cocok untuk berbagai hidangan, dari sup hingga tumis. Segar dan berkualitas, pesan sekarang di toko kami","23.000,00"
,Puuwatu,Lalodati,Timun,"Timun hijau segar dari kebun, hanya Rp16.000 per kilo. Cocok untuk salad atau jus segar. Segera pesan dan nikmati","16.000,00"
,Puuwatu,Lalodati,Pepaya,"Pepaya segar kualitas terbaik, hanya Rp9.000 per 1/2 kilo. Ideal untuk jus atau salad buah. Segera pesan dan nikmati kesegarannya","9.000,00"
,Puuwatu,Lalodati,Kentang,"Kentang segar kualitas terbaik, hanya Rp6.200 per 1/2 kilo. Ideal untuk berbagai hidangan seperti kentang goreng atau mashed potato.","6.200,00"
,Puuwatu,Lalodati,Labu,"Labu berkualitas kaya akan magnesium, per kilo Rp23.000. Ideal untuk mendukung kesehatan tulang Anda. ","23.000,00"
,Puuwatu,Lalodati,Lobak,"Lobak segar dan bernutrisi mengandung vitamin K, hanya Rp27.500 per kilo. Penting untuk kesehatan tulang. ","27.500,00"
,Puuwatu,Lalodati,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
,Puuwatu,Punggolaka,Ikan Bandeng,"Ikan bandeng segar, cocok untuk berbagai jenis olahan.","33.500,00"
,Puuwatu,Punggolaka,Ikan Lele,"Ikan Lele segar, sempurna untuk masakan goreng atau bakar.","26.000,00"
,Puuwatu,Punggolaka,Ikan Betok,"Ikan betok segar, cocok untuk masakan berkuah atau goreng.","34.000,00"
,Puuwatu,Punggolaka,Belut Air Tawar,"Belut air tawar berkualitas, segar dan bergizi.","77.000,00"
,Puuwatu,Punggolaka,Ikan Emas,"Ikan emas segar, langsung dari kolam ke dapur Anda.","53.000,00"
,Puuwatu,Punggolaka,Ikan Gurami,Rasakan kelezatan ikan gurami segar di setiap hidangan.,"63.000,00"
,Puuwatu,Punggolaka,Ikan Mas Rumput,"Ikan mas rumput berkualitas, segar dan bergizi.","44.000,00"
,Puuwatu,Punggolaka,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, sempurna untuk masakan goreng atau bakar.","162.000,00"
,Puuwatu,Punggolaka,Ikan Belida,"Ikan belida segar, cocok untuk masakan berkuah atau goreng.","105.000,00"
,Puuwatu,Punggolaka,Ikan Belanak,"Ikan belanak segar, sumber protein yang kaya untuk keluarga.","59.000,00"
,Puuwatu,Punggolaka,Ikan Kiper,"Ikan kiper segar, mudah diolah menjadi hidangan spesial.","40.000,00"
,Puuwatu,Punggolaka,Ikan Mas Perak,"Ikan mas perak segar, cocok untuk masakan panggang atau goreng.","29.000,00"
,Puuwatu,Punggolaka,Ikan Nila,Dapatkan ikan nila segar berkualitas untuk masakan lezat.,"39.000,00"
,Puuwatu,Punggolaka,Ikan Kepala Ular,"Ikan kepala ular segar, kaya akan rasa dan gizi.","95.000,00"
,Puuwatu,Punggolaka,Ikan Bulan-bulan,"Ikan bulan-bulan segar, cocok untuk masakan panggang atau goreng.","75.000,00"
,Puuwatu,Punggolaka,Kacang Kapri,"Pecinta stir-fry, sini merapat! Kacang kapri ini pas banget buat tumisan cepat, rasanya manis dan renyah bikin hidangan makin mantap","33.000,00"
,Puuwatu,Punggolaka,Pare,pare segar dengan harga Rp 27.000/kg. Kualitas unggulan untuk masakan sehat. Pare ini memiliki banyak manfaat kesehatan dan kaya akan nutrisi. Pilihan tepat untuk masakan sehari-hari yang menyehatkan,"27.000,00"
,Puuwatu,Punggolaka,Labu Air,"Labu air segar seharga Rp 51.500 untuk 7 buah, cocok untuk keluarga besar. Labu air ini membantu menjaga kesehatan pencernaan dan memberikan rasa yang lezat.","51.500,00"
,Puuwatu,Punggolaka,Terong,"Terong segar seharga Rp 16.500 per 750 gram, ideal untuk hidangan vegetarian atau vegan.","16.500,00"
,Puuwatu,Punggolaka,Brokoli,Jaga kesehatan dengan brokoli segar yang kaya manfaat!,"27.500,00"
,Puuwatu,Punggolaka,Kubis,Dapatkan kubis renyah dan bergizi untuk salad Anda,"9.000,00"
,Puuwatu,Punggolaka,Capsicum/Paprika,Paprika organik yang menambah kelezatan dan kesehatan pada setiap hidangan!,"28.000,00"
,Puuwatu,Punggolaka,Wortel,"Wortel lezat dan bergizi, ideal untuk sup, salad, dan tumisan!","11.000,00"
,Puuwatu,Punggolaka,Kembang Kol,"Kembang kol segar, per buah hanya Rp10.500. Ideal untuk menambah rasa pada salad atau masakan harian. Segar dari petani lokal, jangan lewatkan","10.500,00"
,Puuwatu,Punggolaka,Timun,"Timun segar pilihan, per kilo Rp14.000. Ideal untuk camilan sehat atau tambahan salad. Langsung dari petani lokal, segera pesan","14.000,00"
,Puuwatu,Punggolaka,Pepaya,"epaya segar berkualitas, hanya Rp8.000 per buah. Cocok untuk jus atau salad buah. Segera pesan dan nikmati kesegarannya","8.000,00"
,Puuwatu,Punggolaka,Kentang,"Ayo beli kentang pilihan kami, Rp6.800 per 1/2 kilo. Cocok untuk berbagai masakan sehat dan lezat. ","6.800,00"
,Puuwatu,Punggolaka,Labu,"Labu segar dengan vitamin B kompleks, hanya Rp21.700 per kilo. Sempurna untuk menjaga fungsi saraf Anda. Langsung dari petani, segera pesan dan rasakan manfaatnya!""","21.700,00"
,Puuwatu,Punggolaka,Lobak,"Lobak pilihan terbaik dengan magnesium, per kilo Rp26.500. Bagus untuk fungsi otot dan saraf. ","26.500,00"
,Puuwatu,Punggolaka,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Puuwatu,Puuwatu,Ikan Bandeng,"Ikan bandeng segar, sempurna untuk masakan berkuah atau panggang.","29.500,00"
,Puuwatu,Puuwatu,Ikan Lele,Rasakan kelembutan ikan Lele segar di setiap hidangan.,"24.000,00"
,Puuwatu,Puuwatu,Ikan Betok,Rasakan kelezatan ikan betok segar di setiap hidangan.,"28.500,00"
,Puuwatu,Puuwatu,Belut Air Tawar,Rasakan kelembutan belut air tawar segar di setiap hidangan.,"80.000,00"
,Puuwatu,Puuwatu,Ikan Emas,"Ikan emas berkualitas, segar dan bergizi.","49.000,00"
,Puuwatu,Puuwatu,Ikan Gurami,"Ikan gurami berkualitas, segar dan bergizi.","75.000,00"
,Puuwatu,Puuwatu,Ikan Mas Rumput,"Ikan mas rumput segar, langsung dari kolam ke dapur Anda.","46.000,00"
,Puuwatu,Puuwatu,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, cocok untuk berbagai masakan lezat.","175.000,00"
,Puuwatu,Puuwatu,Ikan Belida,Rasakan kenikmatan ikan belida segar di setiap hidangan.,"97.000,00"
,Puuwatu,Puuwatu,Ikan Belanak,"Ikan belanak segar, mudah diolah menjadi hidangan istimewa.","58.000,00"
,Puuwatu,Puuwatu,Ikan Kiper,"Ikan kiper segar, pilihan terbaik untuk masakan keluarga.","42.000,00"
,Puuwatu,Puuwatu,Ikan Mas Perak,Rasakan kelembutan ikan mas perak segar di setiap hidangan.,"30.000,00"
,Puuwatu,Puuwatu,Ikan Nila,"Ikan nila segar, pilihan sempurna untuk hidangan keluarga.","38.000,00"
,Puuwatu,Puuwatu,Ikan Kepala Ular,"Ikan kepala ular segar, pilihan terbaik untuk masakan sehari-hari.","98.000,00"
,Puuwatu,Puuwatu,Ikan Bulan-bulan,Rasakan kelezatan ikan bulan-bulan segar di setiap hidangan.,"69.000,00"
,Puuwatu,Puuwatu,Kacang Kapri,Kacang kapri ini sangat cocok untuk dimasak dengan saus asam manis atau saus teriyaki. Rasa manis dan teksturnya menyatu sempurna,"30.500,00"
,Puuwatu,Puuwatu,Pare,Pare segar dengan harga Rp 8.000/400g. Sempurna untuk tumis atau lalapan. Pare ini kaya akan serat yang baik untuk pencernaan. Tambahkan ke dalam menu Anda untuk manfaat kesehatan yang maksimal dan rasa yang unik,"8.000,00"
,Puuwatu,Puuwatu,Labu Air,"Labu air segar seharga Rp 53.500 untuk 2 buah, kaya akan vitamin dan mineral penting. Tambahkan ke dalam menu harian Anda untuk manfaat kesehatan yang maksimal.","53.500,00"
,Puuwatu,Puuwatu,Terong,"Terong segar seharga Rp 13.500 per 600 gram, kaya akan serat dan vitamin yang penting untuk tubuh Anda","13.500,00"
,Puuwatu,Puuwatu,Brokoli,"Brokoli hijau segar, sempurna untuk masakan Anda!","29.000,00"
,Puuwatu,Puuwatu,Kubis,"Kubis super segar dengan harga terjangkau, hanya Rp 10.200 per kilogram!","10.200,00"
,Puuwatu,Puuwatu,Capsicum/Paprika,Dapatkan paprika berkualitas tinggi untuk menambah warna dan rasa pada makanan Anda!,"24.500,00"
,Puuwatu,Puuwatu,Wortel,Nikmati manfaat kesehatan dari wortel segar yang renyah dan manis!,"13.000,00"
,Puuwatu,Puuwatu,Kembang Kol,"Kembang kol berkualitas, Rp22.500 per kilo. Pas untuk segala jenis masakan, dari tumis hingga salad. Pesan sekarang di toko kami, kembang kol ini segar dan penuh gizi","22.500,00"
,Puuwatu,Puuwatu,Timun,"Timun segar berkualitas, per kilo hanya Rp14.000. Cocok untuk jus segar atau lalapan. Segera pesan dan nikmati kesegarannya","14.000,00"
,Puuwatu,Puuwatu,Pepaya,"Pepaya matang sempurna, dijual per buah seharga Rp10.000. Ideal untuk hidangan penutup sehat. Langsung dari kebun, segar dan manis","10.000,00"
,Puuwatu,Puuwatu,Kentang,"Kentang segar langsung dari kebun, hanya Rp2.000 per buah. Ideal untuk masakan sehari-hari.","2.000,00"
,Puuwatu,Puuwatu,Labu,"Labu premium mengandung beta-karoten, dijual per kilo seharga Rp20.800. Cocok untuk menjaga kesehatan mata dan kulit Anda. Segera pesan dan nikmati khasiatnya!","20.800,00"
,Puuwatu,Puuwatu,Lobak,"Lobak berkualitas dengan zat besi, dijual per kilo seharga Rp28.500. Baik untuk kesehatan darah.","28.500,00"
